fecha_venta,id_producto,nombre_producto,categoria,precio_unitario,cantidad,total_venta,metodo_pago,region
2025-01-11 17:01:30.075951,736865,Calentado Paisa,Desayunos,13900.0,1,13900.0,Efectivo,Meta
2025-01-11 17:16:12.875131,78811,Chocolate Santafereño,Bebidas,5300.0,1,5300.0,Tarjeta Crédito,Meta
2025-01-11 17:16:13.828225,982271,Café con Leche,Café Caliente,3700.0,2,7400.0,Tarjeta Crédito,Bogotá D.C.
2025-01-11 17:16:45.076944,590624,Té Chai,Bebidas,5600.0,1,5600.0,Tarjeta Débito,Meta
2025-01-11 17:17:09.137768,590477,Café Origen Quindío,Café Caliente,5500.0,2,11000.0,Efectivo,Cundinamarca
2025-01-11 17:23:47.987754,718094,Café con Leche,Café Caliente,4500.0,2,9000.0,Efectivo,Tolima
2025-01-11 17:27:34.540627,396399,Torta de Café,Postres,7400.0,1,7400.0,Tarjeta Débito,Meta
2025-01-11 17:37:10.666065,716284,Latte Helado,Café Frío,6600.0,2,13200.0,Daviplata,Meta
2025-01-11 17:37:52.880832,52266,Calentado Paisa,Desayunos,13500.0,4,54000.0,Tarjeta Débito,Bogotá D.C.
2025-01-11 17:47:35.606843,619463,Tres Leches Tradicional,Postres,7500.0,1,7500.0,Tarjeta Débito,Bogotá D.C.
2025-01-11 17:57:56.056989,130985,Flan de Caramelo,Postres,5500.0,4,22000.0,Tarjeta Crédito,Bogotá D.C.
2025-01-12 07:05:10.408430,386353,Flan de Caramelo,Postres,5600.0,3,16800.0,Tarjeta Débito,Cundinamarca
2025-01-12 07:48:51.849155,354206,Almojábana Tradicional,Panadería,3100.0,1,3100.0,Tarjeta Débito,Cundinamarca
2025-01-12 08:04:19.003829,172206,Desayuno Ejecutivo,Desayunos,16500.0,2,33000.0,Tarjeta Débito,Antioquia
2025-01-12 08:06:49.487806,794437,Desayuno Ejecutivo,Desayunos,16600.0,2,33200.0,Tarjeta Crédito,Bogotá D.C.
2025-01-12 08:07:30.861097,83977,Brownie con Helado,Postres,6500.0,1,6500.0,Efectivo,Bogotá D.C.
2025-01-12 08:09:07.381186,160763,Tres Leches Tradicional,Postres,6700.0,2,13400.0,Nequi,Antioquia
2025-01-12 08:17:33.944930,452697,Calentado Paisa,Desayunos,12100.0,1,12100.0,Efectivo,Valle del Cauca
2025-01-12 08:18:12.553361,757273,Café Helado,Café Frío,6000.0,1,6000.0,Tarjeta Débito,Boyacá
2025-01-12 08:25:52.319491,876585,Cold Brew Clásico,Café Frío,6700.0,1,6700.0,Tarjeta Débito,Santander
2025-01-12 08:40:09.869079,187898,Latte Helado,Café Frío,8200.0,4,32800.0,Nequi,Bogotá D.C.
2025-01-12 08:50:25.350635,766353,Tinto Tradicional,Café Caliente,3400.0,1,3400.0,Daviplata,Bogotá D.C.
2025-01-12 08:56:47.822313,132413,Aromática de Frutas,Bebidas,4400.0,4,17600.0,Daviplata,Boyacá
2025-01-12 09:36:36.563377,458558,Changua Bogotana,Desayunos,7500.0,2,15000.0,Tarjeta Débito,Bogotá D.C.
2025-01-12 09:57:34.655019,915817,Jugo Natural de Temporada,Bebidas,4700.0,1,4700.0,Nequi,Boyacá
2025-01-12 13:17:36.634030,604448,Pan de Bono Fresco,Panadería,3200.0,5,16000.0,Tarjeta Débito,Cundinamarca
2025-01-12 13:17:53.431014,529962,Huevos Pericos,Desayunos,9600.0,1,9600.0,Tarjeta Débito,Antioquia
2025-01-12 13:19:20.743626,805196,Torta de Café,Postres,7500.0,1,7500.0,Efectivo,Bogotá D.C.
2025-01-12 13:35:06.404894,428516,Café Origen Quindío,Café Caliente,5100.0,1,5100.0,Efectivo,Bogotá D.C.
2025-01-12 13:39:15.554416,818941,Frappé Caramelo,Café Frío,7700.0,1,7700.0,Efectivo,Tolima
2025-01-12 13:39:54.319340,376583,Macchiato,Café Caliente,5900.0,1,5900.0,Efectivo,Cundinamarca
2025-01-12 13:55:43.396279,617136,Café con Leche,Café Caliente,4300.0,4,17200.0,Nequi,Bogotá D.C.
2025-01-12 16:51:07.350101,866984,Pan de Bono Fresco,Panadería,2600.0,1,2600.0,Efectivo,Bogotá D.C.
2025-01-12 17:06:56.276143,298106,Pan de Yuca,Panadería,3300.0,1,3300.0,Tarjeta Débito,Antioquia
2025-01-12 17:07:15.833798,761362,Tamal Tolimense,Desayunos,11400.0,3,34200.0,Nequi,Tolima
2025-01-12 17:09:47.742332,779546,Café Campesino,Café Caliente,2700.0,3,8100.0,Daviplata,Bogotá D.C.
2025-01-12 17:29:22.445023,158668,Café Origen Quindío,Café Caliente,4500.0,3,13500.0,Daviplata,Valle del Cauca
2025-01-12 17:31:16.691840,416186,Café Origen Quindío,Café Caliente,4600.0,1,4600.0,Tarjeta Crédito,Bogotá D.C.
2025-01-12 17:40:22.126643,852188,Malteada de Café,Café Frío,7900.0,4,31600.0,Tarjeta Débito,Bogotá D.C.
2025-01-12 17:47:55.923276,821642,Tinto Tradicional,Café Caliente,3400.0,4,13600.0,Efectivo,Bogotá D.C.
2025-01-12 17:53:13.829380,815668,Aromática de Frutas,Bebidas,4100.0,2,8200.0,Tarjeta Débito,Meta
2025-01-12 17:55:52.824332,12450,Tamal Tolimense,Desayunos,10900.0,1,10900.0,Tarjeta Débito,Bogotá D.C.
2025-01-12 17:56:03.194470,191264,Almojábana Tradicional,Panadería,3000.0,1,3000.0,Tarjeta Crédito,Meta
2025-01-12 17:56:16.033165,859857,Macchiato,Café Caliente,5600.0,1,5600.0,Efectivo,Antioquia
2025-01-12 18:34:24.013417,288092,Jugo Natural de Temporada,Bebidas,5800.0,1,5800.0,Tarjeta Crédito,Valle del Cauca
2025-01-12 18:42:47.828961,752893,Café con Leche,Café Caliente,4200.0,2,8400.0,Nequi,Antioquia
2025-01-13 07:54:30.864014,574304,Café Helado,Café Frío,7600.0,4,30400.0,Tarjeta Débito,Bogotá D.C.
2025-01-13 07:58:57.473040,689904,Huevos Pericos,Desayunos,9300.0,2,18600.0,Tarjeta Crédito,Cundinamarca
2025-01-13 08:10:39.936232,589140,Granizado de Café,Café Frío,6600.0,1,6600.0,Efectivo,Antioquia
2025-01-13 08:13:07.701583,470968,Tamal Tolimense,Desayunos,9800.0,1,9800.0,Tarjeta Crédito,Bogotá D.C.
2025-01-13 08:31:06.137506,6871,Aromática de Frutas,Bebidas,4700.0,2,9400.0,Nequi,Meta
2025-01-13 08:38:19.226325,736473,Cold Brew Clásico,Café Frío,7000.0,5,35000.0,Nequi,Cundinamarca
2025-01-13 08:39:10.099016,830684,Pan de Chocolate,Panadería,3800.0,1,3800.0,Daviplata,Antioquia
2025-01-13 08:44:31.761713,56682,Frappé Caramelo,Café Frío,8800.0,1,8800.0,Tarjeta Débito,Valle del Cauca
2025-01-13 08:47:42.177607,982100,Frappé Caramelo,Café Frío,8800.0,2,17600.0,Efectivo,Santander
2025-01-13 08:55:15.579969,406352,Capuchino Especial,Café Caliente,6800.0,1,6800.0,Efectivo,Bogotá D.C.
2025-01-13 08:57:15.764619,215680,Brownie con Helado,Postres,5500.0,3,16500.0,Tarjeta Crédito,Bogotá D.C.
2025-01-13 09:33:07.710085,30153,Tres Leches Tradicional,Postres,6000.0,2,12000.0,Nequi,Antioquia
2025-01-13 09:36:01.012467,832540,Latte Helado,Café Frío,8000.0,1,8000.0,Tarjeta Crédito,Meta
2025-01-13 09:49:12.441565,464623,Jugo Natural de Temporada,Bebidas,5900.0,2,11800.0,Efectivo,Tolima
2025-01-13 13:01:20.952286,524289,Tinto Tradicional,Café Caliente,3200.0,1,3200.0,Nequi,Bogotá D.C.
2025-01-13 13:02:58.766452,373485,Tres Leches Tradicional,Postres,6200.0,2,12400.0,Tarjeta Crédito,Cundinamarca
2025-01-13 13:03:34.141369,489264,Té Chai,Bebidas,5200.0,1,5200.0,Nequi,Santander
2025-01-13 13:09:27.986212,652451,Espresso Doble,Café Caliente,3700.0,1,3700.0,Tarjeta Débito,Meta
2025-01-13 13:10:13.679931,228625,Aromática de Frutas,Bebidas,4000.0,3,12000.0,Nequi,Valle del Cauca
2025-01-13 13:19:44.408805,823833,Capuchino Especial,Café Caliente,5900.0,3,17700.0,Nequi,Meta
2025-01-13 13:20:57.591806,24190,Changua Bogotana,Desayunos,7900.0,3,23700.0,Efectivo,Bogotá D.C.
2025-01-13 13:22:33.429459,287484,Espresso Doble,Café Caliente,3300.0,3,9900.0,Tarjeta Débito,Bogotá D.C.
2025-01-13 13:31:04.521962,559165,Almojábana Tradicional,Panadería,3200.0,3,9600.0,Nequi,Antioquia
2025-01-13 13:36:52.935746,374837,Chocolate Santafereño,Bebidas,4800.0,3,14400.0,Daviplata,Bogotá D.C.
2025-01-13 13:38:10.430044,198253,Milo Frío,Bebidas,5100.0,3,15300.0,Tarjeta Débito,Meta
2025-01-13 13:43:04.168577,613044,Tinto Tradicional,Café Caliente,3300.0,1,3300.0,Efectivo,Valle del Cauca
2025-01-13 13:45:26.694607,235542,Desayuno Ejecutivo,Desayunos,15600.0,3,46800.0,Tarjeta Débito,Bogotá D.C.
2025-01-13 13:45:33.927301,502552,Macchiato,Café Caliente,4800.0,1,4800.0,Nequi,Bogotá D.C.
2025-01-13 13:47:09.299407,759091,Aromática de Frutas,Bebidas,3800.0,1,3800.0,Efectivo,Bogotá D.C.
2025-01-13 13:53:58.728930,540001,Tamal Tolimense,Desayunos,11500.0,1,11500.0,Efectivo,Meta
2025-01-13 14:22:30.942577,296979,Capuchino Especial,Café Caliente,5600.0,2,11200.0,Tarjeta Débito,Bogotá D.C.
2025-01-13 16:09:49.974484,565558,Café Origen Quindío,Café Caliente,5000.0,4,20000.0,Tarjeta Crédito,Boyacá
2025-01-13 17:00:44.856575,897222,Jugo Natural de Temporada,Bebidas,6400.0,1,6400.0,Tarjeta Débito,Santander
2025-01-13 17:16:54.315898,643108,Changua Bogotana,Desayunos,8900.0,3,26700.0,Tarjeta Crédito,Meta
2025-01-13 17:19:39.963502,658993,Changua Bogotana,Desayunos,7900.0,1,7900.0,Tarjeta Crédito,Bogotá D.C.
2025-01-13 17:20:54.531767,678145,Aguapanela con Queso,Bebidas,2700.0,4,10800.0,Tarjeta Débito,Valle del Cauca
2025-01-13 17:37:04.379399,923863,Huevos Pericos,Desayunos,8700.0,1,8700.0,Tarjeta Crédito,Antioquia
2025-01-13 17:40:47.696848,30044,Aromática de Frutas,Bebidas,3600.0,3,10800.0,Daviplata,Meta
2025-01-13 17:43:10.888961,976960,Frappé Caramelo,Café Frío,8100.0,1,8100.0,Efectivo,Meta
2025-01-13 17:44:33.393210,879344,Café Helado,Café Frío,7700.0,1,7700.0,Tarjeta Débito,Bogotá D.C.
2025-01-13 17:47:36.067876,264019,Cheesecake de Café,Postres,7500.0,3,22500.0,Efectivo,Cundinamarca
2025-01-13 17:49:09.168102,690092,Pan de Chocolate,Panadería,3300.0,2,6600.0,Tarjeta Crédito,Cundinamarca
2025-01-13 17:51:07.279160,241176,Chocolate Santafereño,Bebidas,5800.0,1,5800.0,Efectivo,Bogotá D.C.
2025-01-13 17:53:20.273607,712361,Tamal Tolimense,Desayunos,10300.0,4,41200.0,Tarjeta Débito,Bogotá D.C.
2025-01-13 18:59:16.150324,383086,Brownie con Helado,Postres,5800.0,2,11600.0,Efectivo,Tolima
2025-01-14 07:23:53.102827,881595,Empanada de Queso,Panadería,2900.0,1,2900.0,Tarjeta Crédito,Bogotá D.C.
2025-01-14 07:24:03.309741,312758,Jugo Natural de Temporada,Bebidas,5100.0,1,5100.0,Efectivo,Cundinamarca
2025-01-14 07:59:43.647329,708186,Desayuno Ejecutivo,Desayunos,17600.0,4,70400.0,Efectivo,Cundinamarca
2025-01-14 08:01:18.277840,594076,Café Campesino,Café Caliente,2800.0,5,14000.0,Efectivo,Meta
2025-01-14 08:04:47.297148,727414,Tinto Tradicional,Café Caliente,3200.0,4,12800.0,Efectivo,Bogotá D.C.
2025-01-14 08:08:23.821837,513726,Empanada de Queso,Panadería,3100.0,1,3100.0,Efectivo,Meta
2025-01-14 08:10:29.883112,906375,Pan de Bono Fresco,Panadería,2500.0,1,2500.0,Daviplata,Bogotá D.C.
2025-01-14 08:11:17.115329,393074,Brownie con Helado,Postres,4900.0,1,4900.0,Efectivo,Antioquia
2025-01-14 08:16:06.839282,279529,Calentado Paisa,Desayunos,13700.0,2,27400.0,Efectivo,Bogotá D.C.
2025-01-14 08:20:53.824085,117089,Café con Leche,Café Caliente,4100.0,3,12300.0,Efectivo,Bogotá D.C.
2025-01-14 08:25:32.746206,53775,Almojábana Tradicional,Panadería,3400.0,2,6800.0,Efectivo,Bogotá D.C.
2025-01-14 08:26:59.200699,259243,Latte Helado,Café Frío,7000.0,1,7000.0,Daviplata,Cundinamarca
2025-01-14 08:38:08.736212,465834,Tres Leches Tradicional,Postres,7800.0,2,15600.0,Efectivo,Valle del Cauca
2025-01-14 08:41:32.313038,823990,Tamal Tolimense,Desayunos,10800.0,1,10800.0,Efectivo,Valle del Cauca
2025-01-14 13:01:37.670992,9021,Granizado de Café,Café Frío,8200.0,1,8200.0,Tarjeta Crédito,Valle del Cauca
2025-01-14 13:10:32.955042,465375,Brownie con Helado,Postres,4500.0,3,13500.0,Tarjeta Crédito,Bogotá D.C.
2025-01-14 13:15:26.984463,89489,Café Helado,Café Frío,6800.0,1,6800.0,Nequi,Bogotá D.C.
2025-01-14 13:16:45.437936,680325,Espresso Doble,Café Caliente,3800.0,1,3800.0,Efectivo,Bogotá D.C.
2025-01-14 13:16:47.860025,473743,Pan de Bono Fresco,Panadería,3000.0,1,3000.0,Tarjeta Débito,Boyacá
2025-01-14 13:18:56.398806,27902,Malteada de Café,Café Frío,7500.0,5,37500.0,Tarjeta Crédito,Cundinamarca
2025-01-14 13:23:37.019174,22269,Tres Leches Tradicional,Postres,7700.0,1,7700.0,Nequi,Antioquia
2025-01-14 13:36:39.982392,248861,Jugo Natural de Temporada,Bebidas,6100.0,1,6100.0,Tarjeta Débito,Bogotá D.C.
2025-01-14 13:41:00.447217,409585,Desayuno Ejecutivo,Desayunos,17200.0,2,34400.0,Tarjeta Débito,Tolima
2025-01-14 13:52:06.767100,757710,Almojábana Tradicional,Panadería,3000.0,2,6000.0,Nequi,Valle del Cauca
2025-01-14 16:57:13.549382,470989,Espresso Doble,Café Caliente,3200.0,2,6400.0,Tarjeta Crédito,Cundinamarca
2025-01-14 17:04:34.789683,71174,Aromática de Frutas,Bebidas,3500.0,2,7000.0,Tarjeta Débito,Bogotá D.C.
2025-01-14 17:14:15.626921,111682,Pan de Yuca,Panadería,2600.0,1,2600.0,Tarjeta Crédito,Bogotá D.C.
2025-01-14 17:18:36.527232,610139,Cold Brew Clásico,Café Frío,6000.0,1,6000.0,Tarjeta Débito,Antioquia
2025-01-14 17:19:57.987864,927853,Torta de Café,Postres,6200.0,5,31000.0,Efectivo,Meta
2025-01-14 17:29:24.255205,949732,Malteada de Café,Café Frío,8900.0,1,8900.0,Tarjeta Crédito,Meta
2025-01-14 17:41:29.612266,764673,Croissant de Mantequilla,Panadería,3700.0,4,14800.0,Efectivo,Bogotá D.C.
2025-01-14 17:51:01.883497,326515,Granizado de Café,Café Frío,6500.0,2,13000.0,Tarjeta Crédito,Cundinamarca
2025-01-14 17:53:20.389856,666008,Pan de Chocolate,Panadería,3100.0,3,9300.0,Tarjeta Débito,Cundinamarca
2025-01-14 17:54:25.814211,141335,Capuchino Especial,Café Caliente,6500.0,2,13000.0,Nequi,Meta
2025-01-15 08:05:25.564522,513762,Cold Brew Clásico,Café Frío,6700.0,2,13400.0,Tarjeta Débito,Bogotá D.C.
2025-01-15 08:05:52.763687,645539,Latte Helado,Café Frío,6800.0,1,6800.0,Daviplata,Valle del Cauca
2025-01-15 08:08:48.997718,148318,Tamal Tolimense,Desayunos,9100.0,4,36400.0,Daviplata,Bogotá D.C.
2025-01-15 08:10:04.181243,418318,Café Helado,Café Frío,7700.0,2,15400.0,Efectivo,Antioquia
2025-01-15 08:13:55.272566,657335,Croissant de Mantequilla,Panadería,4100.0,2,8200.0,Nequi,Bogotá D.C.
2025-01-15 08:18:02.252732,871160,Macchiato,Café Caliente,5900.0,1,5900.0,Nequi,Valle del Cauca
2025-01-15 08:20:45.168188,442752,Chocolate Santafereño,Bebidas,5200.0,1,5200.0,Tarjeta Crédito,Bogotá D.C.
2025-01-15 08:27:03.460177,976299,Cheesecake de Café,Postres,7600.0,1,7600.0,Tarjeta Crédito,Valle del Cauca
2025-01-15 08:38:58.392264,839003,Milo Frío,Bebidas,6400.0,1,6400.0,Nequi,Bogotá D.C.
2025-01-15 08:40:14.513410,92266,Flan de Caramelo,Postres,5200.0,2,10400.0,Tarjeta Débito,Bogotá D.C.
2025-01-15 08:41:57.804869,759739,Malteada de Café,Café Frío,8400.0,1,8400.0,Tarjeta Crédito,Bogotá D.C.
2025-01-15 08:48:05.745449,224752,Empanada de Queso,Panadería,3400.0,2,6800.0,Efectivo,Valle del Cauca
2025-01-15 08:49:03.526376,25389,Changua Bogotana,Desayunos,7800.0,4,31200.0,Efectivo,Meta
2025-01-15 12:36:46.074537,472941,Cold Brew Clásico,Café Frío,6500.0,3,19500.0,Nequi,Cundinamarca
2025-01-15 13:05:14.519564,784649,Brownie con Helado,Postres,5200.0,3,15600.0,Tarjeta Débito,Bogotá D.C.
2025-01-15 13:06:01.999119,404041,Tiramisú,Postres,7800.0,1,7800.0,Efectivo,Bogotá D.C.
2025-01-15 13:11:37.245749,452997,Pan de Chocolate,Panadería,3400.0,1,3400.0,Efectivo,Valle del Cauca
2025-01-15 13:13:48.513366,82850,Pastel de Pollo,Panadería,4700.0,1,4700.0,Tarjeta Débito,Bogotá D.C.
2025-01-15 13:14:46.248623,347394,Almojábana Tradicional,Panadería,3100.0,4,12400.0,Efectivo,Antioquia
2025-01-15 13:34:40.989403,794516,Pan de Bono Fresco,Panadería,3100.0,2,6200.0,Efectivo,Bogotá D.C.
2025-01-15 13:37:19.504543,339699,Almojábana Tradicional,Panadería,3100.0,1,3100.0,Efectivo,Bogotá D.C.
2025-01-15 13:45:26.875385,875076,Chocolate Santafereño,Bebidas,6200.0,5,31000.0,Tarjeta Débito,Bogotá D.C.
2025-01-15 13:54:36.644881,868019,Granizado de Café,Café Frío,7300.0,3,21900.0,Nequi,Meta
2025-01-15 14:37:29.762632,704037,Granizado de Café,Café Frío,7600.0,1,7600.0,Tarjeta Crédito,Meta
2025-01-15 16:21:03.823150,353445,Milo Frío,Bebidas,5500.0,2,11000.0,Tarjeta Débito,Cundinamarca
2025-01-15 16:57:43.983003,624554,Malteada de Café,Café Frío,7800.0,2,15600.0,Tarjeta Crédito,Bogotá D.C.
2025-01-15 17:00:22.576469,350750,Frappé Caramelo,Café Frío,7400.0,1,7400.0,Daviplata,Bogotá D.C.
2025-01-15 17:10:51.167214,746304,Huevos Pericos,Desayunos,8600.0,3,25800.0,Efectivo,Meta
2025-01-15 17:15:45.367123,620950,Tamal Tolimense,Desayunos,9100.0,3,27300.0,Tarjeta Crédito,Cundinamarca
2025-01-15 17:16:51.090984,397331,Aguapanela con Queso,Bebidas,2900.0,2,5800.0,Efectivo,Bogotá D.C.
2025-01-15 17:28:42.555750,947720,Aguapanela con Queso,Bebidas,3400.0,4,13600.0,Tarjeta Crédito,Tolima
2025-01-15 17:29:12.835693,566593,Brownie con Helado,Postres,5300.0,4,21200.0,Daviplata,Bogotá D.C.
2025-01-15 17:29:28.759916,587793,Aguapanela con Queso,Bebidas,3400.0,3,10200.0,Tarjeta Débito,Meta
2025-01-15 17:38:45.573330,962995,Café Origen Quindío,Café Caliente,5200.0,2,10400.0,Tarjeta Débito,Meta
2025-01-15 17:59:01.822157,133032,Empanada de Queso,Panadería,3000.0,1,3000.0,Tarjeta Crédito,Cundinamarca
2025-01-15 17:59:51.575188,764556,Pan de Yuca,Panadería,3200.0,1,3200.0,Tarjeta Débito,Meta
2025-01-15 18:06:03.636237,902469,Jugo Natural de Temporada,Bebidas,4600.0,4,18400.0,Daviplata,Cundinamarca
2025-01-16 07:07:56.023645,904221,Torta de Café,Postres,7100.0,3,21300.0,Tarjeta Débito,Boyacá
2025-01-16 07:31:43.343793,888300,Té Chai,Bebidas,5400.0,1,5400.0,Efectivo,Bogotá D.C.
2025-01-16 07:53:55.475417,862571,Cheesecake de Café,Postres,8800.0,5,44000.0,Daviplata,Bogotá D.C.
2025-01-16 08:05:37.046033,158795,Brownie con Helado,Postres,4900.0,3,14700.0,Daviplata,Valle del Cauca
2025-01-16 08:11:32.170377,345086,Chocolate Santafereño,Bebidas,6100.0,4,24400.0,Efectivo,Cundinamarca
2025-01-16 08:14:17.705429,705131,Cold Brew Clásico,Café Frío,6100.0,2,12200.0,Tarjeta Crédito,Cundinamarca
2025-01-16 08:14:50.025640,234138,Desayuno Ejecutivo,Desayunos,15600.0,1,15600.0,Nequi,Bogotá D.C.
2025-01-16 08:18:17.196819,302671,Changua Bogotana,Desayunos,7800.0,4,31200.0,Efectivo,Cundinamarca
2025-01-16 08:23:23.678575,915617,Desayuno Ejecutivo,Desayunos,16700.0,3,50100.0,Tarjeta Débito,Boyacá
2025-01-16 08:24:25.069057,978152,Aguapanela con Queso,Bebidas,2700.0,4,10800.0,Efectivo,Valle del Cauca
2025-01-16 08:40:08.196481,781324,Espresso Doble,Café Caliente,3700.0,2,7400.0,Tarjeta Débito,Bogotá D.C.
2025-01-16 08:43:28.762027,187574,Aromática de Frutas,Bebidas,4600.0,2,9200.0,Efectivo,Bogotá D.C.
2025-01-16 08:45:26.090986,659363,Café Helado,Café Frío,7300.0,1,7300.0,Tarjeta Débito,Valle del Cauca
2025-01-16 08:48:23.601653,632465,Torta de Café,Postres,6900.0,1,6900.0,Tarjeta Crédito,Bogotá D.C.
2025-01-16 08:53:51.360514,918992,Empanada de Queso,Panadería,3100.0,1,3100.0,Tarjeta Crédito,Cundinamarca
